year,ready_reckoner_value,registration_date,purchaser_age,purchaser_pincode,final_area_sqft,purchaser_micromarket,developer_name,micromarket,project_pincode,primary_or_secondary,floor,rera_project_status,completion_date
,"1,48,67,709",,,,,,,,,,,,
,"62,41,898",,,,,,,,,,,,
,"2,07,77,224",,,,,,,,,,,,
,"1,46,65,217",,,,,,,,,,,,
,"81,43,556",,,,,,,,,,,,
,"49,48,567",,,,,,,,,,,,
,"1,67,36,144",,,,,,,,,,,,
,"38,06,717",,,,,,,,,,,,
,"2,02,05,145",,,,,,,,,,,,
,"2,16,20,103",,,,,,,,,,,,
,"1,28,83,028",,,,,,,,,,,,
,"1,71,57,050",,,,,,,,,,,,
,"1,51,82,474",,,,,,,,,,,,
,"87,88,343",,,,,,,,,,,,
,"1,95,02,223",,,,,,,,,,,,
,"2,03,20,254",,,,,,,,,,,,
,"1,15,25,456",,,,,,,,,,,,
,"42,43,916",,,,,,,,,,,,
,"36,85,219",,,,,,,,,,,,
,"78,60,035",,,,,,,,,,,,
,"33,90,763",,,,,,,,,,,,
,"52,10,119",,,,,,,,,,,,
,"1,53,64,945",,,,,,,,,,,,
,"75,92,719",,,,,,,,,,,,
,"89,96,148",,,,,,,,,,,,
,"74,15,587",,,,,,,,,,,,
,"58,89,876",,,,,,,,,,,,
,"1,83,75,305",,,,,,,,,,,,
,"1,06,15,425",,,,,,,,,,,,
,"54,02,500",,,,,,,,,,,,
,"1,44,82,760",,,,,,,,,,,,
,"1,56,95,257",,,,,,,,,,,,
,"48,57,564",,,,,,,,,,,,
,"49,29,876",,,,,,,,,,,,
,"1,35,74,483",,,,,,,,,,,,
,"1,46,79,086",,,,,,,,,,,,
,"2,67,94,357",,,,,,,,,,,,
,"81,45,222",,,,,,,,,,,,
,"2,62,66,171",,,,,,,,,,,,
,"1,49,63,892",,,,,,,,,,,,
,"55,50,560",,,,,,,,,,,,
,"42,46,110",,,,,,,,,,,,
,"1,82,02,182",,,,,,,,,,,,
,"1,43,19,608",,,,,,,,,,,,
,"1,58,56,328",,,,,,,,,,,,
,"1,52,38,560",,,,,,,,,,,,
,"79,10,742",,,,,,,,,,,,
,"63,54,100",,,,,,,,,,,,
,"1,71,73,015",,,,,,,,,,,,
,"2,70,49,905",,,,,,,,,,,,
,"75,30,132",,,,,,,,,,,,
,"1,05,49,722",,,,,,,,,,,,
,"79,31,650",,,,,,,,,,,,
,"1,10,22,811",,,,,,,,,,,,
,"1,35,04,302",,,,,,,,,,,,
,"1,14,02,893",,,,,,,,,,,,
,"1,33,61,965",,,,,,,,,,,,
,"62,56,557",,,,,,,,,,,,
,"1,48,94,836",,,,,,,,,,,,
,"95,04,886",,,,,,,,,,,,
,"85,16,650",,,,,,,,,,,,
,"43,90,238",,,,,,,,,,,,
,"80,18,288",,,,,,,,,,,,
,"1,43,92,732",,,,,,,,,,,,
,"57,21,223",,,,,,,,,,,,
,"1,07,58,672",,,,,,,,,,,,
,"77,24,286",,,,,,,,,,,,
,"1,25,91,256",,,,,,,,,,,,
,"95,04,000",,,,,,,,,,,,
,"70,38,127",,,,,,,,,,,,
,"60,97,493",,,,,,,,,,,,
,"83,78,294",,,,,,,,,,,,
,"1,21,18,284",,,,,,,,,,,,
,"69,97,749",,,,,,,,,,,,
,"67,55,680",,,,,,,,,,,,
,"1,29,93,214",,,,,,,,,,,,
,"3,66,52,888",,,,,,,,,,,,
,"3,47,08,192",,,,,,,,,,,,
,"93,70,811",,,,,,,,,,,,
,"2,64,67,023",,,,,,,,,,,,
,"45,70,424",,,,,,,,,,,,
,"88,95,562",,,,,,,,,,,,
,"2,80,11,958",,,,,,,,,,,,
,"1,41,61,509",,,,,,,,,,,,
,"98,12,919",,,,,,,,,,,,
,"96,39,707",,,,,,,,,,,,
,"62,11,615",,,,,,,,,,,,
,"1,19,44,099",,,,,,,,,,,,
,"77,16,049",,,,,,,,,,,,
,"2,78,85,226",,,,,,,,,,,,
,"72,42,990",,,,,,,,,,,,
,"93,55,093",,,,,,,,,,,,
,"1,53,39,169",,,,,,,,,,,,
,"98,97,457",,,,,,,,,,,,
,"82,67,544",,,,,,,,,,,,
,"81,56,295",,,,,,,,,,,,
,"1,00,25,133",,,,,,,,,,,,
,"88,73,199",,,,,,,,,,,,
,"46,83,305",,,,,,,,,,,,
,"1,92,91,589",,,,,,,,,,,,
,"1,32,49,545",,,,,,,,,,,,
,"1,55,47,716",,,,,,,,,,,,
,"1,20,69,980",,,,,,,,,,,,
,"2,35,42,620",,,,,,,,,,,,
,"1,15,46,188",,,,,,,,,,,,
,"75,82,043",,,,,,,,,,,,
,"52,98,262",,,,,,,,,,,,
,"49,00,250",,,,,,,,,,,,
,"1,06,50,530",,,,,,,,,,,,
,"74,89,283",,,,,,,,,,,,
,"1,01,28,000",,,,,,,,,,,,
,"1,72,67,633",,,,,,,,,,,,
,"90,20,566",,,,,,,,,,,,
,"57,18,655",,,,,,,,,,,,
,"1,26,08,000",,,,,,,,,,,,
,"1,45,33,599",,,,,,,,,,,,
,"1,32,46,695",,,,,,,,,,,,
,"1,71,33,696",,,,,,,,,,,,
,"33,73,169",,,,,,,,,,,,
,"40,92,872",,,,,,,,,,,,
,"65,11,023",,,,,,,,,,,,
,"74,68,615",,,,,,,,,,,,
,"35,86,500",,,,,,,,,,,,
,"1,45,75,828",,,,,,,,,,,,
,"54,23,028",,,,,,,,,,,,
,"1,79,52,750",,,,,,,,,,,,
,"2,49,79,740",,,,,,,,,,,,
,"1,15,62,548",,,,,,,,,,,,
,"1,52,90,259",,,,,,,,,,,,
,"1,45,97,613",,,,,,,,,,,,
,"1,41,45,734",,,,,,,,,,,,
,"1,02,59,475",,,,,,,,,,,,
,"1,79,11,190",,,,,,,,,,,,
,"65,50,044",,,,,,,,,,,,
,"75,25,267",,,,,,,,,,,,
,"2,39,39,154",,,,,,,,,,,,
,"2,32,98,371",,,,,,,,,,,,
,"1,21,68,189",,,,,,,,,,,,
,"1,29,45,307",,,,,,,,,,,,
,"1,96,18,129",,,,,,,,,,,,
,"1,17,54,329",,,,,,,,,,,,
,"50,83,426",,,,,,,,,,,,
,"78,00,492",,,,,,,,,,,,
,"1,01,61,225",,,,,,,,,,,,
,"1,18,51,869",,,,,,,,,,,,
,"53,57,094",,,,,,,,,,,,
,"49,60,557",,,,,,,,,,,,
,"1,49,90,748",,,,,,,,,,,,
,"86,75,224",,,,,,,,,,,,
,"71,70,244",,,,,,,,,,,,
,"1,62,69,071",,,,,,,,,,,,
,"96,43,132",,,,,,,,,,,,
,"66,26,340",,,,,,,,,,,,
,"47,66,367",,,,,,,,,,,,
,"2,31,45,153",,,,,,,,,,,,
,"91,69,625",,,,,,,,,,,,
,"1,42,90,575",,,,,,,,,,,,
,"81,86,052",,,,,,,,,,,,
,"79,05,643",,,,,,,,,,,,
,"1,50,30,510",,,,,,,,,,,,
,"74,80,699",,,,,,,,,,,,
,"51,08,158",,,,,,,,,,,,
,"43,13,064",,,,,,,,,,,,
,"1,10,58,240",,,,,,,,,,,,
,"64,90,994",,,,,,,,,,,,
,"1,65,93,163",,,,,,,,,,,,
,"62,52,765",,,,,,,,,,,,
,"1,12,27,332",,,,,,,,,,,,
,"2,05,61,126",,,,,,,,,,,,
,"53,37,497",,,,,,,,,,,,
,"1,54,35,423",,,,,,,,,,,,
,"1,32,86,165",,,,,,,,,,,,
,"1,01,60,500",,,,,,,,,,,,
,"57,68,003",,,,,,,,,,,,
,"80,07,100",,,,,,,,,,,,
,"1,30,88,500",,,,,,,,,,,,
,"64,24,783",,,,,,,,,,,,
,"1,25,45,039",,,,,,,,,,,,
,"67,82,183",,,,,,,,,,,,
,"1,49,11,632",,,,,,,,,,,,
,"1,38,63,624",,,,,,,,,,,,
,"68,74,272",,,,,,,,,,,,
,"65,54,404",,,,,,,,,,,,
,"1,67,93,327",,,,,,,,,,,,
,"1,62,01,109",,,,,,,,,,,,
,"1,13,09,500",,,,,,,,,,,,
,"1,73,86,349",,,,,,,,,,,,
,"1,01,29,104",,,,,,,,,,,,
,"1,13,00,494",,,,,,,,,,,,
,"93,75,788",,,,,,,,,,,,
,"2,70,49,904",,,,,,,,,,,,
,"79,89,859",,,,,,,,,,,,
,"78,52,435",,,,,,,,,,,,
,"1,68,96,460",,,,,,,,,,,,
,"74,83,742",,,,,,,,,,,,
,"64,70,889",,,,,,,,,,,,
,"1,73,45,713",,,,,,,,,,,,
,"2,64,16,204",,,,,,,,,,,,
,"78,34,752",,,,,,,,,,,,
,"65,01,565",,,,,,,,,,,,
,"86,00,360",,,,,,,,,,,,
,"1,61,70,022",,,,,,,,,,,,
,"1,15,50,901",,,,,,,,,,,,
,"76,39,355",,,,,,,,,,,,
,"1,20,03,713",,,,,,,,,,,,
,"2,50,82,083",,,,,,,,,,,,
,"50,15,083",,,,,,,,,,,,
,"1,94,93,052",,,,,,,,,,,,
,"1,94,93,460",,,,,,,,,,,,
,"1,24,04,116",,,,,,,,,,,,
,"1,27,89,339",,,,,,,,,,,,
,"66,65,843",,,,,,,,,,,,
,"1,17,50,211",,,,,,,,,,,,
,"1,40,58,652",,,,,,,,,,,,
,"70,71,422",,,,,,,,,,,,
,"1,78,94,482",,,,,,,,,,,,
,"82,13,503",,,,,,,,,,,,
,"1,24,60,644",,,,,,,,,,,,
,"1,09,32,400",,,,,,,,,,,,
,"98,06,525",,,,,,,,,,,,
,"1,69,09,000",,,,,,,,,,,,
,"1,30,45,224",,,,,,,,,,,,
,"1,36,57,184",,,,,,,,,,,,
,"1,14,75,961",,,,,,,,,,,,
,"1,18,77,654",,,,,,,,,,,,
,"87,70,888",,,,,,,,,,,,
,"1,67,73,874",,,,,,,,,,,,
,"1,44,30,284",,,,,,,,,,,,
,"1,16,08,135",,,,,,,,,,,,
,"1,31,15,974",,,,,,,,,,,,
,"1,07,67,949",,,,,,,,,,,,
,"1,97,87,322",,,,,,,,,,,,
,"1,10,01,893",,,,,,,,,,,,
,"93,89,203",,,,,,,,,,,,
,"1,31,99,967",,,,,,,,,,,,
,"1,37,38,200",,,,,,,,,,,,
,"1,15,25,726",,,,,,,,,,,,
,"1,90,05,503",,,,,,,,,,,,
,"1,49,64,949",,,,,,,,,,,,
,"95,59,460",,,,,,,,,,,,
,"1,75,43,695",,,,,,,,,,,,
,"49,32,371",,,,,,,,,,,,
,"2,45,00,294",,,,,,,,,,,,
,"1,20,70,476",,,,,,,,,,,,
,"86,72,005",,,,,,,,,,,,
,"56,53,935",,,,,,,,,,,,
,"1,36,17,150",,,,,,,,,,,,
,"88,48,937",,,,,,,,,,,,
,"1,49,62,666",,,,,,,,,,,,
,"1,33,86,580",,,,,,,,,,,,
,"38,09,540",,,,,,,,,,,,
,"76,48,277",,,,,,,,,,,,
,"1,49,30,327",,,,,,,,,,,,
,"1,62,84,257",,,,,,,,,,,,
,"43,38,877",,,,,,,,,,,,
,"63,97,280",,,,,,,,,,,,
,"1,10,26,223",,,,,,,,,,,,
,"1,70,96,840",,,,,,,,,,,,
,"1,43,06,557",,,,,,,,,,,,
,"1,96,28,496",,,,,,,,,,,,
,"1,14,51,180",,,,,,,,,,,,
,"39,60,680",,,,,,,,,,,,
,"92,86,543",,,,,,,,,,,,
,"1,39,40,216",,,,,,,,,,,,
,"89,96,186",,,,,,,,,,,,
,"1,16,22,610",,,,,,,,,,,,
,"1,13,19,500",,,,,,,,,,,,
,"74,72,000",,,,,,,,,,,,
,"1,42,22,760",,,,,,,,,,,,
,"2,14,39,740",,,,,,,,,,,,
,"77,09,922",,,,,,,,,,,,
,"92,98,165",,,,,,,,,,,,
,"98,86,604",,,,,,,,,,,,
,"52,98,148",,,,,,,,,,,,
,"1,03,59,769",,,,,,,,,,,,
,"79,87,117",,,,,,,,,,,,
,"1,16,44,546",,,,,,,,,,,,
,"93,35,408",,,,,,,,,,,,
,"1,77,78,880",,,,,,,,,,,,
,"88,63,339",,,,,,,,,,,,
,"1,17,18,350",,,,,,,,,,,,
,"67,96,259",,,,,,,,,,,,
,"57,00,718",,,,,,,,,,,,
,"57,93,783",,,,,,,,,,,,
,"82,41,525",,,,,,,,,,,,
,"2,28,10,253",,,,,,,,,,,,
,"69,86,410",,,,,,,,,,,,
,"1,11,30,596",,,,,,,,,,,,
,"1,87,83,510",,,,,,,,,,,,
,"2,24,02,527",,,,,,,,,,,,
,"1,16,98,027",,,,,,,,,,,,
,"46,76,093",,,,,,,,,,,,
,"47,94,242",,,,,,,,,,,,
,"81,41,947",,,,,,,,,,,,
,"68,99,981",,,,,,,,,,,,
,"1,25,78,363",,,,,,,,,,,,
,"64,40,385",,,,,,,,,,,,
,"80,33,335",,,,,,,,,,,,
,"1,08,66,592",,,,,,,,,,,,
,"97,62,673",,,,,,,,,,,,
,"1,06,23,863",,,,,,,,,,,,
,"89,83,304",,,,,,,,,,,,
,"55,91,276",,,,,,,,,,,,
,"79,52,758",,,,,,,,,,,,
,"64,47,669",,,,,,,,,,,,
,"1,13,62,771",,,,,,,,,,,,
,"1,04,49,274",,,,,,,,,,,,
,"85,22,878",,,,,,,,,,,,
,"1,22,94,272",,,,,,,,,,,,
,"1,22,22,505",,,,,,,,,,,,
,"98,21,221",,,,,,,,,,,,
,"99,84,468",,,,,,,,,,,,
,"1,38,46,472",,,,,,,,,,,,
,"58,59,932",,,,,,,,,,,,
,"1,84,97,354",,,,,,,,,,,,
,"75,78,492",,,,,,,,,,,,
,"1,09,91,115",,,,,,,,,,,,
,"1,47,06,559",,,,,,,,,,,,
,"83,53,000",,,,,,,,,,,,
,"74,59,012",,,,,,,,,,,,
,"4,58,26,435",,,,,,,,,,,,
,"53,87,037",,,,,,,,,,,,
,"71,03,673",,,,,,,,,,,,
,"2,21,87,783",,,,,,,,,,,,
,"77,13,200",,,,,,,,,,,,
,"2,34,52,258",,,,,,,,,,,,
,"76,49,000",,,,,,,,,,,,
,"1,38,30,392",,,,,,,,,,,,
,"1,53,16,558",,,,,,,,,,,,
,"1,00,30,000",,,,,,,,,,,,
,"3,78,17,872",,,,,,,,,,,,
,"41,03,479",,,,,,,,,,,,
,"94,28,264",,,,,,,,,,,,
,"1,81,55,977",,,,,,,,,,,,
,"81,57,675",,,,,,,,,,,,
,"27,50,000",,,,,,,,,,,,
,"37,10,448",,,,,,,,,,,,
,"33,97,500",,,,,,,,,,,,
,"1,40,77,455",,,,,,,,,,,,
,"47,82,933",,,,,,,,,,,,
,"93,69,953",,,,,,,,,,,,
,"2,37,73,856",,,,,,,,,,,,
,"1,04,20,172",,,,,,,,,,,,
,"1,91,20,574",,,,,,,,,,,,
,"1,46,24,552",,,,,,,,,,,,
,"62,32,854",,,,,,,,,,,,
,"85,79,578",,,,,,,,,,,,
,"49,50,097",,,,,,,,,,,,
,"1,22,15,701",,,,,,,,,,,,
,"36,79,724",,,,,,,,,,,,
,"89,59,218",,,,,,,,,,,,
,"1,53,50,841",,,,,,,,,,,,
,"63,32,949",,,,,,,,,,,,
,"56,59,473",,,,,,,,,,,,
,"1,45,53,079",,,,,,,,,,,,
,"1,49,44,973",,,,,,,,,,,,
,"1,50,43,042",,,,,,,,,,,,
,"95,27,433",,,,,,,,,,,,
,"71,34,762",,,,,,,,,,,,
,"93,83,380",,,,,,,,,,,,
,"1,82,96,190",,,,,,,,,,,,
,"1,21,26,857",,,,,,,,,,,,
,"1,18,05,500",,,,,,,,,,,,
,"2,15,24,086",,,,,,,,,,,,
,"3,05,23,334",,,,,,,,,,,,
,"1,09,85,984",,,,,,,,,,,,
,"79,31,000",,,,,,,,,,,,
,"32,83,478",,,,,,,,,,,,
,"82,08,803",,,,,,,,,,,,
,"1,20,46,230",,,,,,,,,,,,
,"1,02,33,448",,,,,,,,,,,,
,"1,32,95,008",,,,,,,,,,,,
,"1,32,73,459",,,,,,,,,,,,
,"87,28,374",,,,,,,,,,,,
,"1,53,76,802",,,,,,,,,,,,
,"45,91,481",,,,,,,,,,,,
,"1,88,45,933",,,,,,,,,,,,
,"66,53,561",,,,,,,,,,,,
,"47,92,773",,,,,,,,,,,,
,"76,31,767",,,,,,,,,,,,
,"2,09,09,077",,,,,,,,,,,,
,"52,98,260",,,,,,,,,,,,
,"37,29,110",,,,,,,,,,,,
,"83,22,503",,,,,,,,,,,,
,"1,51,40,398",,,,,,,,,,,,
,"78,64,908",,,,,,,,,,,,
,"1,12,04,154",,,,,,,,,,,,
,"1,17,21,579",,,,,,,,,,,,
,"2,63,22,023",,,,,,,,,,,,
,"90,61,145",,,,,,,,,,,,
,"94,62,499",,,,,,,,,,,,
,"2,00,24,185",,,,,,,,,,,,
,"2,37,56,071",,,,,,,,,,,,
,"1,07,47,036",,,,,,,,,,,,
,"56,17,701",,,,,,,,,,,,
,"76,02,090",,,,,,,,,,,,
,"1,17,60,843",,,,,,,,,,,,
,"1,30,43,858",,,,,,,,,,,,
,"1,00,50,916",,,,,,,,,,,,
,"71,36,149",,,,,,,,,,,,
,"1,13,87,884",,,,,,,,,,,,
,"66,27,005",,,,,,,,,,,,
,"92,65,817",,,,,,,,,,,,
,"1,42,27,513",,,,,,,,,,,,
,"2,05,21,814",,,,,,,,,,,,
,"90,98,054",,,,,,,,,,,,
,"1,75,01,542",,,,,,,,,,,,
,"1,19,78,634",,,,,,,,,,,,
,"1,02,11,652",,,,,,,,,,,,
,"93,73,749",,,,,,,,,,,,
,"2,65,19,293",,,,,,,,,,,,
,"1,33,22,054",,,,,,,,,,,,
,"96,39,734",,,,,,,,,,,,
,"1,22,31,000",,,,,,,,,,,,
,"60,65,448",,,,,,,,,,,,
,"1,04,15,148",,,,,,,,,,,,
,"71,01,020",,,,,,,,,,,,
,"50,83,330",,,,,,,,,,,,
,"73,48,044",,,,,,,,,,,,
,"1,31,87,588",,,,,,,,,,,,
,"1,31,84,233",,,,,,,,,,,,
,"1,40,91,897",,,,,,,,,,,,
,"1,81,84,485",,,,,,,,,,,,
,"1,61,33,126",,,,,,,,,,,,
,"78,68,916",,,,,,,,,,,,
,"1,89,83,049",,,,,,,,,,,,
,"1,54,65,401",,,,,,,,,,,,
,"80,98,343",,,,,,,,,,,,
,"55,79,460",,,,,,,,,,,,
,"75,77,615",,,,,,,,,,,,
,"98,32,061",,,,,,,,,,,,
,"77,57,068",,,,,,,,,,,,
,"77,55,865",,,,,,,,,,,,
,"45,91,498",,,,,,,,,,,,
,"67,72,957",,,,,,,,,,,,
,"56,79,000",,,,,,,,,,,,
,"77,10,952",,,,,,,,,,,,
,"62,87,952",,,,,,,,,,,,
,"2,11,65,693",,,,,,,,,,,,
,"1,75,16,199",,,,,,,,,,,,
,"1,63,42,237",,,,,,,,,,,,
,"46,76,783",,,,,,,,,,,,
,"1,68,90,501",,,,,,,,,,,,
,"1,36,32,500",,,,,,,,,,,,
,"88,31,105",,,,,,,,,,,,
,"86,49,700",,,,,,,,,,,,
,"79,33,948",,,,,,,,,,,,
,"1,23,22,078",,,,,,,,,,,,
,"1,31,68,966",,,,,,,,,,,,
,"1,15,50,174",,,,,,,,,,,,
,"1,15,05,567",,,,,,,,,,,,
,"74,10,225",,,,,,,,,,,,
,"1,56,93,586",,,,,,,,,,,,
,"1,82,95,000",,,,,,,,,,,,
,"1,40,44,927",,,,,,,,,,,,
,"59,56,849",,,,,,,,,,,,
,"1,18,49,729",,,,,,,,,,,,
,"1,12,05,580",,,,,,,,,,,,
,"1,37,46,130",,,,,,,,,,,,
,"1,66,66,534",,,,,,,,,,,,
,"1,00,95,776",,,,,,,,,,,,
,"4,46,75,018",,,,,,,,,,,,
,"62,85,498",,,,,,,,,,,,
,"86,46,363",,,,,,,,,,,,
,"95,37,152",,,,,,,,,,,,
,"1,25,48,600",,,,,,,,,,,,
,"39,13,839",,,,,,,,,,,,
,"1,84,53,873",,,,,,,,,,,,
,"2,94,74,739",,,,,,,,,,,,
,"90,23,443",,,,,,,,,,,,
,"39,99,200",,,,,,,,,,,,
,"68,87,419",,,,,,,,,,,,
,"86,38,666",,,,,,,,,,,,
,"1,10,30,685",,,,,,,,,,,,
,"2,31,68,243",,,,,,,,,,,,
,"1,12,14,000",,,,,,,,,,,,
,"79,73,394",,,,,,,,,,,,
,"62,68,600",,,,,,,,,,,,
,"1,74,45,700",,,,,,,,,,,,
,"81,85,255",,,,,,,,,,,,
,"51,36,506",,,,,,,,,,,,
,"50,72,500",,,,,,,,,,,,
,"1,21,43,810",,,,,,,,,,,,
,"77,27,128",,,,,,,,,,,,
,"48,84,243",,,,,,,,,,,,
,"75,98,483",,,,,,,,,,,,
,"57,74,729",,,,,,,,,,,,
,"73,60,020",,,,,,,,,,,,
,"1,74,95,750",,,,,,,,,,,,
,"47,59,341",,,,,,,,,,,,
,"1,47,59,961",,,,,,,,,,,,
,"62,39,911",,,,,,,,,,,,
,"1,49,14,961",,,,,,,,,,,,
,"67,79,594",,,,,,,,,,,,
,"80,08,230",,,,,,,,,,,,
,"61,01,514",,,,,,,,,,,,
,"1,29,11,651",,,,,,,,,,,,
,"1,53,33,145",,,,,,,,,,,,
,"58,77,800",,,,,,,,,,,,
,"92,50,243",,,,,,,,,,,,
,"32,58,212",,,,,,,,,,,,
,"2,43,22,822",,,,,,,,,,,,
,"38,10,299",,,,,,,,,,,,
,"1,46,04,711",,,,,,,,,,,,
,"62,16,297",,,,,,,,,,,,
,"70,86,226",,,,,,,,,,,,
,"67,97,250",,,,,,,,,,,,
,"1,55,89,484",,,,,,,,,,,,
,"57,11,779",,,,,,,,,,,,
,"1,43,84,593",,,,,,,,,,,,
,"84,96,960",,,,,,,,,,,,
,"1,23,68,952",,,,,,,,,,,,
,"76,01,826",,,,,,,,,,,,
,"1,76,54,465",,,,,,,,,,,,
,"1,04,51,485",,,,,,,,,,,,
,"71,95,945",,,,,,,,,,,,
,"1,94,00,800",,,,,,,,,,,,
,"1,33,48,718",,,,,,,,,,,,
,"72,80,189",,,,,,,,,,,,
,"1,16,75,017",,,,,,,,,,,,
,"1,44,96,445",,,,,,,,,,,,
,"96,97,128",,,,,,,,,,,,
,"1,01,45,090",,,,,,,,,,,,
,"1,26,47,277",,,,,,,,,,,,
,"49,28,430",,,,,,,,,,,,
,"84,54,897",,,,,,,,,,,,
,"2,04,54,325",,,,,,,,,,,,
,"48,72,355",,,,,,,,,,,,
,"2,03,18,675",,,,,,,,,,,,
,"1,41,92,625",,,,,,,,,,,,
,"73,45,000",,,,,,,,,,,,
,"1,80,04,006",,,,,,,,,,,,
,"1,16,96,887",,,,,,,,,,,,
,"1,18,51,241",,,,,,,,,,,,
,"1,12,60,651",,,,,,,,,,,,
,"1,70,72,173",,,,,,,,,,,,
,"1,83,19,327",,,,,,,,,,,,
,"89,40,384",,,,,,,,,,,,
,"81,86,561",,,,,,,,,,,,
,"48,97,447",,,,,,,,,,,,
,"67,74,392",,,,,,,,,,,,
,"69,30,108",,,,,,,,,,,,
,"1,48,98,891",,,,,,,,,,,,
,"32,35,500",,,,,,,,,,,,
,"1,44,11,708",,,,,,,,,,,,
,"85,61,216",,,,,,,,,,,,
,"95,95,448",,,,,,,,,,,,
,"1,99,46,500",,,,,,,,,,,,
,"1,87,81,081",,,,,,,,,,,,
,"1,17,08,142",,,,,,,,,,,,
,"1,17,52,248",,,,,,,,,,,,
,"53,46,232",,,,,,,,,,,,
,"99,72,033",,,,,,,,,,,,
,"65,18,057",,,,,,,,,,,,
,"75,12,853",,,,,,,,,,,,
,"75,52,000",,,,,,,,,,,,
,"1,10,90,982",,,,,,,,,,,,
,"72,21,630",,,,,,,,,,,,
,"88,94,494",,,,,,,,,,,,
,"81,85,592",,,,,,,,,,,,
,"61,15,939",,,,,,,,,,,,
,"1,52,07,315",,,,,,,,,,,,
,"1,27,13,977",,,,,,,,,,,,
,"1,27,52,551",,,,,,,,,,,,
,"92,47,452",,,,,,,,,,,,
,"2,10,47,371",,,,,,,,,,,,
,"66,87,850",,,,,,,,,,,,
,"1,50,25,891",,,,,,,,,,,,
,"42,08,411",,,,,,,,,,,,
,"1,02,89,673",,,,,,,,,,,,
,"1,20,90,135",,,,,,,,,,,,
,"2,30,27,519",,,,,,,,,,,,
,"63,34,716",,,,,,,,,,,,
,"1,16,20,115",,,,,,,,,,,,
,"1,17,76,390",,,,,,,,,,,,
,"97,16,270",,,,,,,,,,,,
,"1,14,93,013",,,,,,,,,,,,
,"1,37,12,768",,,,,,,,,,,,
,"50,79,718",,,,,,,,,,,,
,"50,62,364",,,,,,,,,,,,
,"1,27,08,500",,,,,,,,,,,,
,"88,21,872",,,,,,,,,,,,
,"57,91,734",,,,,,,,,,,,
,"86,34,429",,,,,,,,,,,,
,"56,03,145",,,,,,,,,,,,
,"1,18,36,722",,,,,,,,,,,,
,"50,01,264",,,,,,,,,,,,
,"1,75,07,618",,,,,,,,,,,,
,"1,16,97,000",,,,,,,,,,,,
,"1,15,63,922",,,,,,,,,,,,
,"1,10,71,122",,,,,,,,,,,,
,"3,33,69,373",,,,,,,,,,,,
,"44,66,905",,,,,,,,,,,,
,"71,43,098",,,,,,,,,,,,
,"1,68,91,261",,,,,,,,,,,,
,"92,86,653",,,,,,,,,,,,
,"31,30,436",,,,,,,,,,,,
,"89,75,799",,,,,,,,,,,,
,"1,78,03,851",,,,,,,,,,,,
,"70,04,867",,,,,,,,,,,,
,"67,01,362",,,,,,,,,,,,
,"56,35,322",,,,,,,,,,,,
,"30,16,521",,,,,,,,,,,,
,"84,73,087",,,,,,,,,,,,
,"80,14,748",,,,,,,,,,,,
,"1,70,58,410",,,,,,,,,,,,
,"91,41,727",,,,,,,,,,,,
,"1,28,86,415",,,,,,,,,,,,
,"1,00,84,638",,,,,,,,,,,,
,"91,09,892",,,,,,,,,,,,
,"1,22,58,549",,,,,,,,,,,,
,"1,12,41,056",,,,,,,,,,,,
,"44,32,322",,,,,,,,,,,,
,"82,92,770",,,,,,,,,,,,
,"1,40,57,763",,,,,,,,,,,,
,"48,32,843",,,,,,,,,,,,
,"87,48,384",,,,,,,,,,,,
,"1,22,18,405",,,,,,,,,,,,
,"78,56,000",,,,,,,,,,,,
,"86,21,833",,,,,,,,,,,,
,"1,17,55,046",,,,,,,,,,,,
,"84,04,005",,,,,,,,,,,,
,"1,25,55,500",,,,,,,,,,,,
,"1,12,36,659",,,,,,,,,,,,
,"74,93,053",,,,,,,,,,,,
,"86,68,511",,,,,,,,,,,,
,"39,99,136",,,,,,,,,,,,
,"1,43,02,582",,,,,,,,,,,,
,"77,19,881",,,,,,,,,,,,
,"1,24,13,130",,,,,,,,,,,,
,"42,78,769",,,,,,,,,,,,
,"56,87,170",,,,,,,,,,,,
,"83,88,805",,,,,,,,,,,,
,"86,69,809",,,,,,,,,,,,
,"36,29,770",,,,,,,,,,,,
,"1,49,73,350",,,,,,,,,,,,
,"82,34,911",,,,,,,,,,,,
,"46,45,800",,,,,,,,,,,,
,"1,34,06,605",,,,,,,,,,,,
,"76,98,899",,,,,,,,,,,,
,"69,05,028",,,,,,,,,,,,
,"38,39,655",,,,,,,,,,,,
,"1,94,65,731",,,,,,,,,,,,
,"1,04,71,181",,,,,,,,,,,,
,"1,36,44,500",,,,,,,,,,,,
,"56,45,266",,,,,,,,,,,,
,"73,76,010",,,,,,,,,,,,
,"3,15,35,106",,,,,,,,,,,,
,"1,36,44,211",,,,,,,,,,,,
,"2,34,70,336",,,,,,,,,,,,
,"3,25,33,817",,,,,,,,,,,,
,"1,47,31,082",,,,,,,,,,,,
,"36,04,572",,,,,,,,,,,,
,"2,34,00,152",,,,,,,,,,,,
,"1,64,36,800",,,,,,,,,,,,
,"59,78,910",,,,,,,,,,,,
,"2,42,42,654",,,,,,,,,,,,
,"1,07,23,274",,,,,,,,,,,,
,"84,62,663",,,,,,,,,,,,
,"89,22,000",,,,,,,,,,,,
,"71,80,572",,,,,,,,,,,,
